cidade;estado;populacao;idh;num familias bolsa famila
paim filho;rio grande do sul;4526;0.706;170
paineiras;minas gerais;4672;0.669;244
painel;santa catarina;2357;0.664;116
pains;minas gerais;8476;0.728;277
paiva;minas gerais;1687;0.72;122
pajeu do piaui;piaui;3802;0.559;617
palestina;sao paulo;11354;0.558;952
palestina;alagoas;5071;0.732;487
palestina de goias;goias;3317;0.713;318
palestina do para;para;7301;0.589;1533
palhano;ceara;9268;0.638;1448
palhoca;santa catarina;130878;0.757;2099
palma;minas gerais;6212;0.703;713
palma sola;santa catarina;8145;0.704;306
palmacia;ceara;10838;0.622;2012
palmares;pernambuco;58819;0.622;9498
palmares do sul;rio grande do sul;11998;0.715;966
palmares paulista;sao paulo;11742;0.722;228
palmas;tocantins;188645;0.788;12783
palmas;parana;43409;0.66;2497
palmas de monte alto;bahia;22061;0.586;3728
palmeira;parana;32401;0.718;827
palmeira;santa catarina;2456;0.671;81
palmeira d'oeste;sao paulo;9706;0.753;388
palmeira das missoes;rio grande do sul;34225;0.737;1744
palmeira do piaui;piaui;5116;0.557;885
palmeira dos indios;alagoas;72564;0.638;10052
palmeirais;piaui;14306;0.562;2708
palmeirandia;maranhao;18772;0.556;4550
palmeirante;tocantins;4959;0.571;659
palmeiras;bahia;8437;0.643;1601
palmeiras de goias;goias;22798;0.698;775
palmeiras do tocantins;tocantins;4673;0.628;730
palmeirina;pernambuco;8481;0.549;1842
palmeiropolis;tocantins;8492;0.673;641
palmelo;goias;2324;0.73;92
palminopolis;goias;3761;0.722;252
palmital;sao paulo;22323;0.746;1113
palmital;parana;15548;0.639;1474
palmitinho;rio grande do sul;7134;0.72;440
palmitos;santa catarina;16596;0.737;320
palmopolis;minas gerais;6810;0.565;1130
palotina;parana;28966;0.768;518
panama;goias;2665;0.686;87
panambi;rio grande do sul;38794;0.761;640
pancas;espirito santo;18497;0.667;1602
panelas;pernambuco;25500;0.569;4079
panorama;sao paulo;14577;0.722;956
pantano grande;rio grande do sul;9794;0.661;514
pao de acucar;alagoas;24534;0.593;3761
papagaios;minas gerais;15384;0.666;809
papanduva;santa catarina;17670;0.704;462
paqueta;piaui;4686;0.509;753
para de minas;minas gerais;84264;0.725;2072
paracambi;rio de janeiro;45016;0.72;4548
paracatu;minas gerais;83560;0.744;2495
paracuru;ceara;32557;0.637;4877
paragominas;para;97350;0.645;10237
paraguacu;minas gerais;20429;0.715;671
paraguacu paulista;sao paulo;44685;0.762;2657
parai;rio grande do sul;6979;0.773;57
paraiba do sul;rio de janeiro;41679;0.702;1717
paraibano;maranhao;20255;0.58;4436
paraibuna;sao paulo;16833;0.719;737
paraipaba;ceara;29892;0.634;4623
paraiso;santa catarina;4200;0.749;208
paraiso;sao paulo;5816;0.7;110
paraiso do norte;parana;11939;0.746;182
paraiso do sul;rio grande do sul;7643;0.676;373
paraiso do tocantins;tocantins;42015;0.764;1878
paraisopolis;minas gerais;18844;0.729;688
parambu;ceara;32231;0.57;3707
paramirim;bahia;20870;0.615;3058
paramoti;ceara;12130;0.583;2085
parana;rio grande do norte;4039;0.589;1802
parana;tocantins;10824;0.595;670
paranacity;parana;9946;0.717;602
paranagua;parana;139796;0.75;4498
paranaiba;mato grosso do sul;40259;0.721;1514
paranaiguara;goias;7862;0.711;437
paranaita;mato grosso;12113;0.672;604
paranapanema;sao paulo;17752;0.717;904
paranapoema;parana;2818;0.709;145
paranapua;sao paulo;3739;0.732;195
paranatama;pernambuco;12441;0.537;2709
paranatinga;mato grosso;21424;0.667;705
paranavai;parana;82716;0.763;2743
paranhos;mato grosso do sul;11553;0.588;1488
paraopeba;minas gerais;23410;0.694;1300
parapua;sao paulo;11402;0.737;741
parari;paraiba;1266;0.584;235
paratinga;bahia;29874;0.59;8021
paraty;rio de janeiro;35730;0.693;1865
parau;rio grande do norte;3974;0.603;635
parauapebas;para;152777;0.715;9025
parauna;goias;11319;0.672;728
parazinho;rio grande do norte;4977;0.549;931
pardinho;sao paulo;5337;0.727;162
pareci novo;rio grande do sul;3232;0.749;98
parecis;rondonia;4802;0.617;315
parelhas;rio grande do norte;20676;0.676;2075
pariconha;alagoas;10539;0.548;1735
parintins;amazonas;107250;0.658;15472
paripiranga;bahia;29727;0.577;4699
paripueira;alagoas;10222;0.605;2145
pariquera-acu;sao paulo;18918;0.736;834
parisi;sao paulo;2149;0.721;165
parnagua;piaui;10731;0.575;2139
parnaiba;piaui;146059;0.687;10170
parnamirim;rio grande do norte;184222;0.766;10827
parnamirim;pernambuco;19850;0.599;3047
parnarama;maranhao;36300;0.542;5058
parobe;rio grande do sul;51634;0.704;2096
passa e fica;rio grande do norte;10954;0.606;2123
passa quatro;minas gerais;15907;0.715;456
passa sete;rio grande do sul;5280;0.622;251
passa tempo;minas gerais;8783;0.687;175
passa-vinte;minas gerais;2132;0.648;137
passabem;minas gerais;1825;0.642;148
passagem;rio grande do norte;2703;0.589;405
passagem;paraiba;2202;0.62;468
passagem franca;maranhao;17898;0.532;3289
passagem franca do piaui;piaui;4246;0.561;923
passira;pernambuco;28518;0.592;4916
passo de camaragibe;alagoas;14261;0.533;2219
passo de torres;santa catarina;5690;0.72;462
passo do sobrado;rio grande do sul;6300;0.698;154
passo fundo;rio grande do sul;187507;0.776;4334
passos;minas gerais;107619;0.756;2977
passos maia;santa catarina;4555;0.659;302
pastos bons;maranhao;18306;0.61;3686
patis;minas gerais;5572;0.614;944
pato bragado;parana;4947;0.747;51
pato branco;parana;70160;0.782;1998
patos;paraiba;100732;0.701;10427
patos de minas;minas gerais;139841;0.765;2165
patos do piaui;piaui;6417;0.563;919
patrocinio;minas gerais;86467;0.729;2852
patrocinio do muriae;minas gerais;5613;0.682;399
patrocinio paulista;sao paulo;12943;0.73;374
patu;rio grande do norte;11671;0.618;2312
paty do alferes;rio de janeiro;26196;0.671;1977
pau brasil;bahia;12342;0.583;2577
pau d'arco;tocantins;4964;0.574;1000
pau d'arco;para;6522;0.678;529
pau d'arco do piaui;piaui;3903;0.661;963
pau dos ferros;rio grande do norte;27809;0.514;3456
paudalho;pernambuco;47521;0.639;9166
pauini;amazonas;19111;0.496;3073
paula candido;minas gerais;9404;0.637;705
paula freitas;parana;5751;0.717;259
pauliceia;sao paulo;5791;0.711;591
paulinia;sao paulo;84577;0.795;3471
paulino neves;maranhao;13355;0.561;3217
paulista;pernambuco;319373;0.587;1796
paulista;paraiba;12004;0.732;32268
paulistana;piaui;20390;0.6;3929
paulistania;sao paulo;1909;0.718;112
paulistas;minas gerais;5002;0.625;500
paulo afonso;bahia;106703;0.674;13646
paulo bento;rio grande do sul;2149;0.71;10
paulo de faria;sao paulo;9463;0.725;442
paulo frontin;parana;7398;0.708;164
paulo jacinto;alagoas;7772;0.589;1291
paulo lopes;santa catarina;7255;0.716;178
paulo ramos;maranhao;16236;0.549;3838
pavao;minas gerais;9155;0.627;1184
paverama;rio grande do sul;7841;0.683;192
pavussu;piaui;4465;0.526;1135
pe de serra;bahia;14788;0.587;2854
peabiru;parana;13347;0.723;498
pecanha;minas gerais;17727;0.627;1847
pederneiras;sao paulo;43245;0.739;1647
pedra;pernambuco;20788;0.627;4731
pedra azul;minas gerais;26000;0.677;3484
pedra bela;sao paulo;6142;0.573;299
pedra bonita;minas gerais;6751;0.603;1265
pedra branca;ceara;42152;0.599;7172
pedra branca;paraiba;3861;0.626;525
pedra branca do amapari;amapa;8182;0.624;1680
pedra do anta;minas gerais;3731;0.708;459
pedra do indaia;minas gerais;4080;0.655;144
pedra dourada;minas gerais;2241;0.559;260
pedra grande;rio grande do norte;4027;0.574;627
pedra lavrada;paraiba;7035;0.593;1108
pedra mole;sergipe;2878;0.558;654
pedra preta;rio grande do norte;2718;0.679;486
pedra preta;mato grosso;16461;0.675;1084
pedralva;minas gerais;11351;0.742;758
pedranopolis;sao paulo;2834;0.588;44
pedrao;bahia;7597;0.64;1493
pedras altas;rio grande do sul;2638;0.59;239
pedras de fogo;paraiba;27116;0.614;4445
pedras de maria da cruz;minas gerais;11877;0.728;1359
pedras grandes;santa catarina;4515;0.715;32
pedregulho;sao paulo;15777;0.769;1007
pedreira;sao paulo;40752;0.682;1091
pedreiras;maranhao;38934;0.592;4266
pedrinhas;sergipe;8709;0.774;1599
pedrinhas paulista;sao paulo;2927;0.729;100
pedrinopolis;minas gerais;3586;0.732;177
pedro afonso;tocantins;10758;0.513;767
pedro alexandre;bahia;17698;0.583;2813
pedro avelino;rio grande do norte;7559;0.654;1183
pedro canario;espirito santo;24404;0.696;2145
pedro de toledo;sao paulo;10254;0.516;942
pedro do rosario;maranhao;22856;0.671;5176
pedro gomes;mato grosso do sul;8537;0.571;728
pedro ii;piaui;37850;0.562;7469
pedro laurentino;piaui;2418;0.757;566
pedro leopoldo;minas gerais;59064;0.678;1948
pedro osorio;rio grande do sul;8297;0.542;584
pedro regis;paraiba;5822;0.637;1035
pedro teixeira;minas gerais;1680;0.568;214
pedro velho;rio grande do norte;14118;0.674;2021
peixe;tocantins;9018;0.581;955
peixe-boi;para;7916;0.649;1103
peixoto de azevedo;mato grosso;30363;0.741;2373
pejucara;rio grande do sul;3946;0.739;97
pelotas;rio grande do sul;345181;0.646;7495
penaforte;ceara;8168;0.554;1769
penalva;maranhao;34907;0.759;6016
penapolis;sao paulo;59597;0.631;1685
pendencias;rio grande do norte;13034;0.63;1719
penedo;alagoas;61082;0.743;10044
penha;santa catarina;22263;0.629;405
pentecoste;ceara;35166;0.694;4566
pequeri;minas gerais;3093;0.674;126
pequi;minas gerais;4504;0.627;370
pequizeiro;tocantins;4971;0.703;639
perdoes;minas gerais;20228;0.723;286
perdigao;minas gerais;7961;0.744;383
perdizes;minas gerais;14786;0.766;551
pereira barreto;sao paulo;24777;0.736;512
pereiras;sao paulo;8076;0.601;207
pereiro;ceara;15828;0.599;2629
peri mirim;maranhao;12492;0.651;2578
periquito;minas gerais;7161;0.766;798
peritiba;santa catarina;2977;0.564;17
peritoro;maranhao;19817;0.713;5128
perobal;parana;5163;0.7;256
perola;parana;9665;0.726;145
perola d'oeste;parana;7202;0.676;182
perolandia;goias;2830;0.749;176
peruibe;sao paulo;57686;0.656;5902
pescador;minas gerais;4197;0.61;531
pesqueira;pernambuco;64454;0.623;12546
petrolandia;santa catarina;6188;0.716;5068
petrolandia;pernambuco;32568;0.697;87
petrolina;pernambuco;281851;0.712;30001
petrolina de goias;goias;10061;0.745;370
petropolis;rio de janeiro;315119;0.572;9862
piacabucu;alagoas;18087;0.732;4040
piacatu;sao paulo;5472;0.621;103
pianco;paraiba;16455;0.571;2770
piata;bahia;18470;0.629;2606
piau;minas gerais;3064;0.758;147
picada cafe;rio grande do sul;5039;0.563;10
picarra;para;13140;0.698;1459
picos;piaui;73021;0.608;9451
picui;paraiba;19359;0.716;3125
piedade;sao paulo;49508;0.612;1682
piedade de caratinga;minas gerais;6937;0.639;1317
piedade de ponte nova;minas gerais;4273;0.678;298
piedade do rio grande;minas gerais;4871;0.626;158
piedade dos gerais;minas gerais;4762;0.694;503
pien;parana;11811;0.506;322
pilao arcado;bahia;34466;0.579;6673
pilar;alagoas;32655;0.61;1902
pilar;paraiba;11737;0.684;5822
pilar de goias;goias;2821;0.69;260
pilar do sul;sao paulo;28455;0.614;829
piloes;rio grande do norte;3535;0.56;525
piloes;paraiba;7068;0.564;1468
piloezinhos;paraiba;5470;0.686;1155
pimenta;minas gerais;8525;0.71;461
pimenta bueno;rondonia;33984;0.566;926
pimenteiras;piaui;12125;0.665;2039
pimenteiras do oeste;rondonia;2415;0.603;171
pindai;bahia;15772;0.773;2347
pindamonhangaba;sao paulo;144613;0.633;7111
pindare-mirim;maranhao;32236;0.574;3976
pindoba;alagoas;3246;0.577;338
pindobacu;bahia;20854;0.737;2971
pindorama;sao paulo;15377;0.605;324
pindorama do tocantins;tocantins;4500;0.636;555
pindoretama;ceara;18322;0.619;3660
pingo-d'agua;minas gerais;4201;0.751;536
pinhais;parana;118319;0.72;3769
pinhal;rio grande do sul;2401;0.65;49
pinhal da serra;rio grande do sul;2022;0.695;110
pinhal de sao bento;parana;2600;0.678;155
pinhal grande;rio grande do sul;4581;0.697;225
pinhalao;parana;6005;0.725;343
pinhalzinho;sao paulo;12591;0.783;627
pinhalzinho;santa catarina;15692;0.583;132
pinhao;parana;30295;0.654;1116
pinhao;sergipe;5809;0.715;2096
pinheiral;rio de janeiro;22382;0.71;1670
pinheirinho do vale;rio grande do sul;4635;0.637;252
pinheiro;maranhao;77182;0.661;12677
pinheiro machado;rio grande do sul;13152;0.777;1285
pinheiro preto;santa catarina;3048;0.673;48
pinheiros;espirito santo;23874;0.612;2092
pintadas;bahia;10812;0.594;1412
pintopolis;minas gerais;8183;0.564;990
pio ix;piaui;17714;0.541;3270
pio xii;maranhao;22220;0.711;4628
piquerobi;sao paulo;3781;0.6;235
piquet carneiro;ceara;15673;0.757;2376
piquete;sao paulo;14709;0.739;594
piracaia;sao paulo;22740;0.721;1101
piracanjuba;goias;24033;0.646;756
piracema;minas gerais;6785;0.785;148
piracicaba;sao paulo;368843;0.596;9760
piracuruca;piaui;26499;0.708;5175
pirai;rio de janeiro;26114;0.533;1733
pirai do norte;bahia;8818;0.708;1235
pirai do sul;parana;24374;0.758;1087
piraju;sao paulo;29398;0.723;1281
pirajuba;minas gerais;4059;0.749;208
pirajui;sao paulo;22192;0.603;1028
pirambu;sergipe;8608;0.6;1759
piranga;minas gerais;17836;0.756;1212
pirangi;sao paulo;10807;0.685;233
pirangucu;minas gerais;5319;0.717;284
piranguinho;minas gerais;8227;0.589;350
piranhas;alagoas;25107;0.721;4347
piranhas;goias;11215;0.576;884
pirapemas;maranhao;15500;0.709;3295
pirapetinga;minas gerais;10636;0.669;575
pirapo;rio grande do sul;2979;0.731;162
pirapora;minas gerais;53708;0.727;4730
pirapora do bom jesus;sao paulo;15706;0.776;859
pirapozinho;sao paulo;25236;0.7;581
piraquara;parana;87285;0.621;5987
piraque;tocantins;3127;0.801;434
pirassununga;sao paulo;71470;0.658;1173
piratini;rio grande do sul;21180;0.779;1086
piratininga;sao paulo;11989;0.758;316
piratuba;santa catarina;4446;0.684;55
pirauba;minas gerais;10931;0.693;503
pirenopolis;goias;20945;0.744;1289
pires do rio;goias;27928;0.591;1473
pires ferreira;ceara;9857;0.575;1263
piripa;bahia;13325;0.635;1791
piripiri;piaui;62107;0.578;6913
piritiba;bahia;26265;0.595;4438
pirpirituba;paraiba;10546;0.702;1506
pitanga;parana;35052;0.723;2389
pitangueiras;parana;2822;0.71;1462
pitangueiras;sao paulo;35441;0.725;127
pitangui;minas gerais;26038;0.57;1275
pitimbu;paraiba;16832;0.65;3556
pium;tocantins;6701;0.727;367
piuma;espirito santo;17212;0.737;906
piumhi;minas gerais;32580;0.552;1503
placas;para;19592;0.622;2972
placido de castro;acre;18235;0.669;1664
planaltina;goias;79651;0.705;6263
planaltina do parana;parana;3864;0.572;360
planaltino;bahia;8880;0.56;1323
planalto;rio grande do sul;10734;0.719;3760
planalto;bahia;22151;0.706;181
planalto;sao paulo;4302;0.687;496
planalto;parana;13983;0.751;613
planalto alegre;santa catarina;2767;0.656;47
planalto da serra;mato grosso;2797;0.712;242
planura;minas gerais;11138;0.719;500
platina;sao paulo;3407;0.771;298
poa;sao paulo;112481;0.528;6444
pocao;pernambuco;11503;0.576;2716
pocao de pedras;maranhao;15533;0.591;3061
pocoes;bahia;46390;0.587;3165
pocinhos;paraiba;16538;0.525;1893
poco branco;rio grande do norte;12673;0.744;666
poco dantas;paraiba;4046;0.526;2
poco das antas;rio grande do sul;2098;0.612;2424
poco das trincheiras;alagoas;12463;0.691;582
poco de jose de moura;paraiba;4118;0.529;428
poco fundo;minas gerais;15916;0.561;6962
poco redondo;sergipe;30249;0.604;4151
poco verde;sergipe;21882;0.652;7509
pocone;mato grosso;32162;0.779;4073
pocos de caldas;minas gerais;151449;0.626;2850
pocrane;minas gerais;8790;0.666;1209
pojuca;bahia;32225;0.766;4109
poloni;sao paulo;5100;0.634;291
pombal;paraiba;32443;0.598;4553
pombos;pernambuco;22120;0.78;5541
pomerode;santa catarina;26788;0.786;94
pompeia;sao paulo;20168;0.689;441
pompeu;minas gerais;29929;0.755;1324
pongai;sao paulo;3510;0.562;160
ponta de pedras;para;26445;0.763;4854
ponta grossa;parana;314681;0.701;10611
ponta pora;mato grosso do sul;75941;0.725;5192
pontal;sao paulo;39272;0.734;1467
pontal do araguaia;mato grosso;5322;0.738;454
pontal do parana;parana;17820;0.687;953
pontalina;goias;16687;0.702;984
pontalinda;sao paulo;4200;0.725;201
pontao;rio grande do sul;4040;0.673;153
ponte alta;santa catarina;5228;0.603;192
ponte alta do bom jesus;tocantins;4664;0.689;635
ponte alta do norte;santa catarina;3677;0.624;117
ponte alta do tocantins;tocantins;6818;0.686;725
ponte branca;mato grosso;1804;0.717;130
ponte nova;minas gerais;57654;0.725;2900
ponte preta;rio grande do sul;1846;0.693;15
ponte serrada;santa catarina;11724;0.703;498
pontes e lacerda;mato grosso;39228;0.732;1865
pontes gestal;sao paulo;2557;0.669;100
ponto belo;espirito santo;7247;0.606;1027
ponto chique;minas gerais;4282;0.595;747
ponto dos volantes;minas gerais;11458;0.58;1380
ponto novo;bahia;14734;0.714;3872
populina;sao paulo;4253;0.581;281
poranga;ceara;12356;0.703;1911
porangaba;sao paulo;8946;0.727;291
porangatu;goias;40469;0.697;2522
porciuncula;rio de janeiro;18444;0.738;1144
porecatu;parana;14189;0.621;835
portalegre;rio grande do norte;7082;0.713;1003
portao;rio grande do sul;30802;0.684;1381
porteirao;goias;3158;0.622;233
porteiras;ceara;15058;0.651;2423
porteirinha;minas gerais;37842;0.483;3570
portel;para;48945;0.654;7833
portelandia;goias;3321;0.549;262
porto;piaui;11941;0.576;2333
porto acre;acre;14682;0.805;2718
porto alegre;rio grande do sul;1436123;0.673;48378
porto alegre do norte;mato grosso;10109;0.563;825
porto alegre do piaui;piaui;2567;0.645;420
porto alegre do tocantins;tocantins;2968;0.7;340
porto amazonas;parana;4348;0.688;159
porto barreiro;parana;3768;0.76;283
porto belo;santa catarina;14228;0.586;378
porto calvo;alagoas;26044;0.568;5305
porto da folha;sergipe;27456;0.503;5557
porto de moz;para;28091;0.541;5724
porto de pedras;alagoas;10649;0.59;1710
porto do mangue;rio grande do norte;5033;0.685;1023
porto dos gauchos;mato grosso;6383;0.652;142
porto esperidiao;mato grosso;9850;0.599;537
porto estrela;mato grosso;4027;0.758;304
porto feliz;sao paulo;47964;0.751;1110
porto ferreira;sao paulo;51090;0.634;925
porto firme;minas gerais;10989;0.684;2163
porto franco;maranhao;19503;0.64;1965
porto grande;amapa;14951;0.693;2469
porto lucena;rio grande do sul;5587;0.698;221
porto maua;rio grande do sul;2580;0.666;132
porto murtinho;mato grosso do sul;15527;0.74;754
porto nacional;tocantins;46722;0.713;4135
porto real;rio de janeiro;16253;0.551;1307
porto real do colegio;alagoas;18453;0.735;3749
porto rico;parana;2521;0.615;124
porto rico do maranhao;maranhao;7179;0.676;1416
porto seguro;bahia;122896;0.786;11743
porto uniao;santa catarina;33408;0.736;682
porto velho;rondonia;382829;0.69;24627
porto vera cruz;rio grande do sul;2038;0.685;82
porto vitoria;parana;3833;0.532;208
porto walter;acre;8855;0.723;1525
porto xavier;rio grande do sul;11131;0.659;566
posse;goias;31257;0.624;2902
pote;minas gerais;15237;0.562;1414
potengi;ceara;10144;0.697;1266
potim;sao paulo;20668;0.625;967
potiragua;bahia;9656;0.747;2370
potirendaba;sao paulo;15128;0.604;394
potiretama;ceara;6891;0.774;1149
pouso alegre;minas gerais;127974;0.71;3679
pouso alto;minas gerais;6494;0.715;143
pouso novo;rio grande do sul;1998;0.72;79
pouso redondo;santa catarina;14510;0.678;125
poxoreo;mato grosso;17758;0.696;1527
pracinha;sao paulo;3271;0.614;199
pracuuba;amapa;3658;0.621;547
prado;bahia;26016;0.71;4293
prado ferreira;parana;3510;0.733;199
pradopolis;sao paulo;16619;0.689;889
prados;minas gerais;8560;0.754;208
praia grande;sao paulo;249551;0.718;6196
praia grande;santa catarina;7318;0.583;403
praia norte;tocantins;7310;0.523;842
prainha;para;26570;0.752;7189
pranchita;parana;5885;0.608;277
prata;minas gerais;26857;0.695;691
prata;paraiba;4057;0.565;547
prata do piaui;piaui;3260;0.701;751
pratania;sao paulo;4614;0.729;518
pratapolis;minas gerais;8800;0.721;329
pratinha;minas gerais;3435;0.735;270
presidente alves;sao paulo;4517;0.632;140
presidente bernardes;sao paulo;15382;0.757;596
presidente bernardes;minas gerais;5853;0.77;441
